	cik	gvkey	year	sic_list
	350846 	4156 	1998 	['371']
	350847 	9142 	1999 	['602']
	350847 	9142 	1998 	['602']
	895642 	27873 	1998 	['366']
	900091 	65825 	1999 	['737']
	875315 	24315 	1999 	['737']
	875315 	24315 	1998 	['737']
	804073 	12944 	1999 	['381']
	804073 	12944 	1998 	['381']
	793024 	12238 	1998 	['506']
	41052 	5133 	1999 	['267']
	41052 	5133 	1998 	['267']
	831968 	14616 	1999 	['401']
	831968 	14616 	1998 	['401']
	30140 	4077 	1999 	['357']
	30140 	4077 	1998 	['357']
	1012140 	62826 	1999 	['283']
	1012140 	62826 	1998 	['283']
	70793 	7798 	1999 	['283']
	70793 	7798 	1998 	['283']
	914713 	30072 	1999 	['679']
	914713 	30072 	1998 	['679']
	891293 	64515 	1999 	['283']
	837465 	24978 	1999 	['394']
	837465 	24978 	1998 	['394']
	879703 	25683 	1999 	['737']
	879703 	25683 	1998 	['737']
	833140 	24449 	1999 	['384']
	833140 	24449 	1998 	['384']
	1007800 	62559 	1999 	['367']
	1007800 	62559 	1998 	['367']
	812890 	64319 	1999 	['738']
	1022622 	63941 	1999 	['283']
	1022622 	63941 	1998 	['283']
	840319 	23799 	1999 	['283']
	840319 	23799 	1998 	['283']
	883697 	63162 	1998 	['737']
	719447 	5798 	1999 	['283']
	719447 	5798 	1998 	['283']
	718482 	4230 	1999 	['621']
	718482 	4230 	1998 	['621']
	779544 	11872 	1999 	['581']
	779544 	11872 	1998 	['581']
	938481 	31660 	1999 	['737']
	938481 	31660 	1998 	['737']
	1043509 	65831 	1999 	['551']
	756497 	22528 	1998 	['737']
	914374 	29446 	1999 	['602']
	914374 	29446 	1998 	['602']
	914373 	29639 	1999 	['679']
	914373 	29639 	1998 	['679']
	798783 	13580 	1999 	['679']
	798783 	13580 	1998 	['679']
	892147 	28182 	1999 	['509']
	892147 	28182 	1998 	['509']
	275053 	7799 	1999 	['283']
	275053 	7799 	1998 	['283']
	764039 	10361 	1999 	['367']
	764039 	10361 	1998 	['367']
	917173 	30086 	1998 	['367']
	909815 	62335 	1999 	['633']
	909815 	62335 	1998 	['633']
	1016006 	63617 	1999 	['384']
	1016006 	63617 	1998 	['384']
	1532619 	8611 	1999 	['679']
	1532619 	8611 	1998 	['679']
	717720 	11099 	1999 	['628']
	717720 	11099 	1998 	['628']
	1037676 	14793 	1999 	['122']
	1037676 	14793 	1998 	['122']
	845818 	64383 	1999 	['737']
	771790 	10044 	1999 	['331']
	771790 	10044 	1998 	['331']
	805676 	19318 	1999 	['602']
	805676 	19318 	1998 	['602']
	775473 	61679 	1999 	['602']
	775473 	61679 	1998 	['602']
	314436 	10574 	1999 	['737']
	314436 	10574 	1998 	['737']
	893816 	26557 	1999 	['737']
	893816 	26557 	1998 	['737']
	38570 	4515 	1999 	['153']
	38570 	4515 	1998 	['153']
	945983 	61028 	1999 	['504']
	945983 	61028 	1998 	['504']
	1026655 	14794 	1999 	['308']
	1026655 	14794 	1998 	['308']
	945980 	62662 	1998 	['679']
	1027702 	64314 	1999 	['283']
	778808 	1642 	1999 	['356']
	778808 	1642 	1998 	['356']
	849778 	62336 	1999 	['382']
	849778 	62336 	1998 	['382']
	913443 	63418 	1999 	['384']
	913443 	63418 	1998 	['384']
	945989 	61069 	1999 	['737']
	945989 	61069 	1998 	['737']
	716054 	5841 	1999 	['283']
	716054 	5841 	1998 	['384']
	876343 	24996 	1999 	['283']
	876343 	24996 	1998 	['283']
	779164 	11804 	1999 	['382']
	779164 	11804 	1998 	['382']
	823130 	15474 	1999 	['366']
	823130 	15474 	1998 	['366']
	1007594 	62490 	1999 	['367']
	1007594 	62490 	1998 	['367']
	1022570 	64865 	1999 	['384']
	907410 	61396 	1999 	['367']
	907410 	61396 	1998 	['367']
	1021061 	63870 	1998 	['614']
	1098337 	16847 	1999 	['603']
	1098337 	16847 	1998 	['603']
	881905 	25020 	1999 	['562']
	881905 	25020 	1998 	['562']
	1085706 	30640 	1999 	['602']
	1085706 	30640 	1998 	['602']
	899723 	29001 	1999 	['281']
	899723 	29001 	1998 	['281']
	813920 	15092 	1999 	['581']
	813920 	15092 	1998 	['581']
	815556 	14225 	1999 	['525']
	815556 	14225 	1998 	['525']
	881695 	26038 	1999 	['384']
	843964 	22544 	1999 	['655']
	843964 	22544 	1998 	['655']
	848551 	23034 	1999 	['737']
	848551 	23034 	1998 	['737']
	783604 	16718 	1999 	['603']
	783604 	16718 	1998 	['603']
	712425 	12396 	1998 	['738']
	318300 	17106 	1999 	['602']
	318300 	17106 	1998 	['602']
	862692 	23790 	1999 	['355']
	764244 	6152 	1999 	['366']
	764244 	6152 	1998 	['366']
	764241 	19024 	1999 	['602']
	764241 	19024 	1998 	['602']
	722830 	5902 	1999 	['283']
	722830 	5902 	1998 	['283']
	91576 	9783 	1999 	['602']
	91576 	9783 	1998 	['602']
	872248 	25874 	1999 	['131']
	872248 	25874 	1998 	['131']
	51548 	6116 	1999 	['794']
	1012967 	63507 	1999 	['679']
	1012967 	63507 	1998 	['679']
	1038133 	65011 	1999 	['283']
	1031980 	65342 	1999 	['366']
	907254 	28769 	1999 	['679']
	907254 	28769 	1998 	['679']
	886138 	25342 	1998 	['357']
	352183 	11480 	1999 	['822']
	352183 	11480 	1998 	['820']
	712515 	16721 	1999 	['737']
	712515 	16721 	1998 	['737']
	763901 	2002 	1999 	['602']
	763901 	2002 	1998 	['602']
	763907 	18358 	1999 	['602']
	763907 	18358 	1998 	['602']
	886137 	25357 	1999 	['566']
	886137 	25357 	1998 	['566']
	1034941 	65179 	1999 	['275']
	913285 	28987 	1998 	['384']
	730716 	11694 	1999 	['382']
	730716 	11694 	1998 	['382']
	921313 	64620 	1999 	['366']
	935503 	22360 	1998 	['352']
	916444 	63297 	1999 	['384']
	916444 	63297 	1998 	['384']
	14177 	2390 	1999 	['201']
	14177 	2390 	1998 	['201']
	900619 	28433 	1999 	['357']
	900619 	28433 	1998 	['357']
	1037599 	65464 	1999 	['737']
	813781 	13634 	1999 	['369']
	813781 	13634 	1998 	['369']
	868984 	62748 	1999 	['594']
	1038005 	65313 	1999 	['352']
	786110 	28018 	1999 	['230']
	786110 	28018 	1998 	['236']
	827809 	15803 	1999 	['283']
	827809 	15803 	1998 	['283']
	934648 	31560 	1999 	['794']
	934648 	31560 	1998 	['794']
	1378946 	16245 	1999 	['603']
	1378946 	16245 	1998 	['603']
	73124 	7982 	1999 	['602']
	73124 	7982 	1998 	['602']
	896264 	63863 	1999 	['283']
	896264 	63863 	1998 	['283']
	39263 	3643 	1999 	['602']
	39263 	3643 	1998 	['602']
	819689 	22144 	1999 	['384']
	819689 	22144 	1998 	['384']
	768411 	14108 	1999 	['382']
	768411 	14108 	1998 	['382']
	922864 	30490 	1999 	['679']
	922864 	30490 	1998 	['679']
	929470 	31022 	1999 	['594']
	929470 	31022 	1998 	['594']
	1021848 	63917 	1998 	['616']
	356841 	12472 	1999 	['357']
	356841 	12472 	1998 	['357']
	1014739 	63490 	1999 	['641']
	1014739 	63490 	1998 	['641']
	73309 	8030 	1999 	['331']
	73309 	8030 	1998 	['331']
	1020828 	64262 	1999 	['603']
	1014733 	64402 	1999 	['781']
	875355 	24204 	1999 	['511']
	875355 	24204 	1998 	['511']
	1036262 	64915 	1999 	['382']
	906525 	28603 	1998 	['481']
	908517 	61392 	1999 	['366']
	908517 	61392 	1998 	['366']
	701811 	7251 	1999 	['737']
	701811 	7251 	1998 	['737']
	926966 	31062 	1999 	['602']
	926966 	31062 	1998 	['602']
	350066 	6020 	1998 	['366']
	1015483 	63468 	1999 	['421']
	1169237 	1669 	1999 	['494']
	1169237 	1669 	1998 	['494']
	77449 	8475 	1999 	['553']
	77449 	8475 	1998 	['553']
	32621 	4322 	1998 	['365']
	1451505 	28338 	1999 	['138']
	1451505 	28338 	1998 	['138']
	276747 	9186 	1998 	['367']
	830158 	24184 	1999 	['807']
	96412 	10345 	1999 	['205']
	96412 	10345 	1998 	['205']
	873044 	61439 	1999 	['357']
	873044 	61439 	1998 	['357']
	69499 	7637 	1999 	['283']
	69499 	7637 	1998 	['283']
	711307 	21686 	1999 	['507']
	711307 	21686 	1998 	['507']
	874213 	24069 	1998 	['401']
	874214 	21828 	1999 	['562']
	874214 	21828 	1998 	['562']
	810536 	14129 	1999 	['603']
	810536 	14129 	1998 	['603']
	1004969 	62520 	1999 	['603']
	315374 	5788 	1999 	['382']
	315374 	5788 	1998 	['382']
	920038 	30835 	1998 	['737']
	898441 	28217 	1999 	['737']
	898441 	28217 	1998 	['737']
	357264 	23553 	1999 	['602']
	357264 	23553 	1998 	['602']
	3673 	1279 	1999 	['491']
	3673 	1279 	1998 	['491']
	1004963 	62100 	1998 	['737']
	923796 	30536 	1999 	['874']
	923796 	30536 	1998 	['874']
	774937 	63026 	1999 	['357']
	774937 	63026 	1998 	['357']
	1060232 	62667 	1999 	['566']
	64996 	17035 	1999 	['633']
	64996 	17035 	1998 	['633']
	874691 	24186 	1999 	['581']
	874691 	24186 	1998 	['581']
	1051859 	29996 	1999 	['603']
	1051859 	29996 	1998 	['603']
	1092319 	3343 	1999 	['489']
	1092319 	3343 	1998 	['738']
	908605 	61752 	1999 	['357']
	908605 	61752 	1998 	['357']
	1055160 	15101 	1999 	['679']
	1055160 	15101 	1998 	['679']
	854701 	31488 	1999 	['367']
	854701 	31488 	1998 	['367']
	890801 	25783 	1999 	['737']
	890801 	25783 	1998 	['737']
	879573 	24747 	1999 	['481']
	879573 	24747 	1998 	['481']
	1005969 	62688 	1999 	['384']
	1005969 	62688 	1998 	['384']
	49600 	4193 	1999 	['679']
	49600 	4193 	1998 	['679']
	879575 	24965 	1999 	['287']
	1072546 	61691 	1999 	['384']
	1072546 	61691 	1998 	['384']
	1024657 	64055 	1999 	['738']
	1024657 	64055 	1998 	['738']
	27904 	3851 	1999 	['451']
	27904 	3851 	1998 	['451']
	1005210 	62501 	1999 	['598']
	1005210 	62501 	1998 	['598']
	1002531 	61725 	1999 	['382']
	1002531 	61725 	1998 	['382']
	25232 	3562 	1999 	['679']
	25232 	3562 	1998 	['679']
	739460 	12139 	1999 	['104']
	739460 	12139 	1998 	['104']
	350692 	2951 	1999 	['355']
	350692 	2951 	1998 	['355']
	714562 	18276 	1999 	['602']
	714562 	18276 	1998 	['602']
	784199 	27823 	1998 	['809']
	42228 	5210 	1999 	['209']
	42228 	5210 	1998 	['209']
	6071 	1594 	1999 	['533']
	6071 	1594 	1998 	['533']
	1024795 	64254 	1999 	['349']
	948034 	61389 	1999 	['615']
	948034 	61389 	1998 	['615']
	865911 	29613 	1999 	['602']
	865911 	29613 	1998 	['602']
	1163370 	23450 	1999 	['602']
	1163370 	23450 	1998 	['602']
	898437 	28209 	1999 	['283']
	898437 	28209 	1998 	['283']
	885978 	25318 	1999 	['804']
	885978 	25318 	1998 	['804']
	906113 	29121 	1999 	['679']
	906113 	29121 	1998 	['679']
	1003022 	61737 	1999 	['367']
	1003022 	61737 	1998 	['367']
	853695 	30939 	1999 	['366']
	853695 	30939 	1998 	['366']
	879796 	24670 	1998 	['737']
	1018005 	64304 	1999 	['596']
	920527 	30161 	1999 	['504']
	920527 	30161 	1998 	['504']
	911421 	29097 	1999 	['633']
	911421 	29097 	1998 	['633']
	920521 	30130 	1998 	['736']
	911935 	29645 	1999 	['603']
	911935 	29645 	1998 	['603']
	942899 	61098 	1998 	['603']
	739608 	11748 	1999 	['204']
	739608 	11748 	1998 	['204']
	918709 	62649 	1999 	['489']
	918709 	62649 	1998 	['489']
	736822 	11914 	1999 	['283']
	736822 	11914 	1998 	['283']
	99102 	10656 	1999 	['399']
	99102 	10656 	1998 	['399']
	742126 	1439 	1999 	['495']
	742126 	1439 	1998 	['495']
	915773 	29701 	1999 	['679']
	915773 	29701 	1998 	['679']
	922712 	30600 	1998 	['203']
	895095 	27771 	1999 	['737']
	895095 	27771 	1998 	['737']
	924515 	65016 	1999 	['873']
	859735 	25362 	1998 	['203']
	1005188 	30646 	1999 	['603']
	1005188 	30646 	1998 	['603']
	1005181 	62225 	1999 	['232']
	1005181 	62225 	1998 	['232']
	350852 	19262 	1999 	['602']
	350852 	19262 	1998 	['602']
	949504 	24292 	1999 	['602']
	949504 	24292 	1998 	['602']
	1029281 	65463 	1999 	['874']
	831959 	17256 	1999 	['602']
	831959 	17256 	1998 	['602']
	936653 	31622 	1998 	['737']
	768119 	25984 	1999 	['737']
	768119 	25984 	1998 	['737']
	1009675 	62738 	1998 	['366']
	916380 	31300 	1999 	['382']
	916380 	31300 	1998 	['382']
	909954 	28877 	1999 	['209']
	909954 	28877 	1998 	['209']
	909950 	28933 	1998 	['421']
	1024342 	64760 	1999 	['209']
	38725 	4881 	1999 	['362']
	38725 	4881 	1998 	['362']
	837472 	22139 	1999 	['357']
	837472 	22139 	1998 	['286']
	870755 	23605 	1999 	['283']
	870755 	23605 	1998 	['283']
	884887 	28191 	1999 	['448']
	884887 	28191 	1998 	['448']
	933020 	31500 	1999 	['357']
	933020 	31500 	1998 	['357']
	847555 	28184 	1998 	['737']
	895385 	27842 	1999 	['799']
	895385 	27842 	1998 	['799']
	312842 	10296 	1999 	['131']
	312842 	10296 	1998 	['131']
	895380 	28691 	1999 	['384']
	895380 	28691 	1998 	['384']
	818010 	14002 	1999 	['10']
	818010 	14002 	1998 	['17']
	893955 	26022 	1999 	['611']
	893955 	26022 	1998 	['611']
	863436 	23084 	1999 	['367']
	863436 	23084 	1998 	['367']
	357105 	20097 	1998 	['602']
	1003640 	61689 	1999 	['366']
	1003640 	61689 	1998 	['366']
	906933 	29948 	1999 	['679']
	906933 	29948 	1998 	['679']
	11860 	2189 	1999 	['331']
	11860 	2189 	1998 	['331']
	718909 	5412 	1999 	['617']
	718909 	5412 	1998 	['617']
	906282 	29074 	1999 	['504']
	906282 	29074 	1998 	['504']
	1158846 	61717 	1998 	['283']
	860451 	10321 	1999 	['283']
	860451 	10321 	1998 	['283']
	718903 	16872 	1999 	['602']
	718903 	16872 	1998 	['602']
	779226 	12111 	1999 	['736']
	779226 	12111 	1998 	['736']
	90168 	9698 	1998 	['372']
	1008586 	62666 	1999 	['737']
	67625 	7525 	1999 	['679']
	67625 	7525 	1998 	['679']
	860521 	16932 	1998 	['138']
	797465 	25923 	1999 	['251']
	797465 	25923 	1998 	['251']
	892158 	18746 	1999 	['603']
	892158 	18746 	1998 	['603']
	311471 	1682 	1999 	['131']
	311471 	1682 	1998 	['131']
	316312 	17654 	1999 	['602']
	316312 	17654 	1998 	['602']
	917491 	65421 	1999 	['382']
	58592 	6661 	1998 	['679']
	317158 	8666 	1999 	['283']
	317158 	8666 	1998 	['283']
	787784 	64839 	1999 	['830']
	1016470 	63462 	1998 	['365']
	91419 	9777 	1999 	['203']
	91419 	9777 	1998 	['203']
	356213 	5671 	1999 	['799']
	356213 	5671 	1998 	['799']
	850460 	25572 	1999 	['335']
	850460 	25572 	1998 	['335']
	1020214 	64327 	1999 	['283']
	860235 	64115 	1999 	['874']
	860235 	64115 	1998 	['874']
	794172 	12433 	1999 	['283']
	794172 	12433 	1998 	['283']
	794170 	12395 	1999 	['153']
	794170 	12395 	1998 	['153']
	910267 	61836 	1999 	['283']
	910267 	61836 	1998 	['283']
	316793 	6109 	1999 	['367']
	316793 	6109 	1998 	['367']
	4310 	1359 	1998 	['283']
	915779 	29705 	1999 	['399']
	915779 	29705 	1998 	['399']
	1000278 	66073 	1999 	['283']
	910110 	29088 	1999 	['633']
	910110 	29088 	1998 	['633']
	1007581 	62724 	1998 	['367']
	774517 	12065 	1999 	['833']
	774517 	12065 	1998 	['830']
	792161 	13550 	1999 	['17']
	792161 	13550 	1998 	['17']
	931947 	31474 	1998 	['381']
	825410 	14169 	1999 	['873']
	825410 	14169 	1998 	['873']
	1007021 	62447 	1999 	['737']
	1007021 	62447 	1998 	['737']
	1075348 	25528 	1999 	['603']
	1075348 	25528 	1998 	['603']
	700841 	8892 	1999 	['736']
	700841 	8892 	1998 	['736']
	849547 	26012 	1998 	['596']
	1007273 	17641 	1999 	['602']
	1007273 	17641 	1998 	['602']
	787648 	29899 	1999 	['602']
	787648 	29899 	1998 	['602']
	1002017 	61644 	1999 	['809']
	1002017 	61644 	1998 	['809']
	1484949 	31744 	1999 	['603']
	1484949 	31744 	1998 	['603']
	1006614 	62481 	1999 	['614']
	1006614 	62481 	1998 	['614']
	3116 	14304 	1999 	['283']
	3116 	14304 	1998 	['283']
	850519 	27903 	1999 	['357']
	850519 	27903 	1998 	['357']
	899715 	28340 	1999 	['679']
	899715 	28340 	1998 	['679']
	928022 	15060 	1999 	['131']
	928022 	15060 	1998 	['131']
	1123316 	25731 	1999 	['514']
	1123316 	25731 	1998 	['514']
	774203 	11247 	1998 	['602']
	1021270 	63930 	1999 	['581']
	1021270 	63930 	1998 	['581']
	814547 	13824 	1999 	['737']
	814547 	13824 	1998 	['738']
	814013 	13611 	1998 	['358']
	814549 	13480 	1999 	['737']
	814549 	13480 	1998 	['737']
	1160513 	29823 	1999 	['367']
	1160513 	29823 	1998 	['367']
	34125 	16733 	1998 	['602']
	1005229 	62221 	1999 	['353']
	1005229 	62221 	1998 	['353']
	319240 	6110 	1999 	['382']
	319240 	6110 	1998 	['382']
	1016100 	64351 	1999 	['366']
	1011737 	63679 	1998 	['481']
	1030487 	64864 	1999 	['737']
	50957 	6025 	1999 	['251']
	50957 	6025 	1998 	['251']
	28917 	3964 	1999 	['531']
	28917 	3964 	1998 	['531']
	1037453 	65530 	1999 	['366']
	66004 	7368 	1999 	['494']
	66004 	7368 	1998 	['494']
	882796 	29837 	1999 	['283']
	882796 	29837 	1998 	['283']
	916530 	29756 	1999 	['679']
	916530 	29756 	1998 	['679']
	34497 	4572 	1999 	['481']
	34497 	4572 	1998 	['481']
	700721 	1523 	1999 	['738']
	700721 	1523 	1998 	['738']
	311094 	14253 	1999 	['602']
	311094 	14253 	1998 	['602']
	47288 	5619 	1999 	['602']
	47288 	5619 	1998 	['602']
	1018522 	63657 	1999 	['483']
	1018522 	63657 	1998 	['483']
	819050 	27920 	1999 	['283']
	819050 	27920 	1998 	['283']
	20 	6314 	1999 	['382']
	20 	6314 	1998 	['382']
	925178 	30559 	1999 	['784']
	925178 	30559 	1998 	['784']
	59240 	6710 	1999 	['245']
	59240 	6710 	1998 	['245']
	1169055 	11925 	1998 	['138']
	886128 	25430 	1999 	['873']
	886128 	25430 	1998 	['873']
	846871 	15316 	1998 	['131']
	23111 	3342 	1999 	['737']
	23111 	3342 	1998 	['737']
	846876 	15347 	1999 	['355']
	846876 	15347 	1998 	['355']
	792985 	12338 	1999 	['806']
	792985 	12338 	1998 	['806']
	862510 	23006 	1999 	['633']
	862510 	23006 	1998 	['633']
	1015923 	63857 	1999 	['357']
	1015923 	63857 	1998 	['357']
	730708 	17184 	1999 	['602']
	730708 	17184 	1998 	['602']
	881464 	24843 	1999 	['283']
	881464 	24843 	1998 	['283']
	922475 	31224 	1999 	['822']
	922475 	31224 	1998 	['822']
	912738 	29533 	1999 	['603']
	912738 	29533 	1998 	['603']
	729237 	8363 	1999 	['679']
	729237 	8363 	1998 	['679']
	946343 	61147 	1999 	['614']
	946343 	61147 	1998 	['614']
	1011028 	63474 	1999 	['737']
	1011028 	63474 	1998 	['737']
	898624 	28696 	1999 	['602']
	898624 	28696 	1998 	['602']
	28823 	3946 	1999 	['357']
	28823 	3946 	1998 	['357']
	916459 	30098 	1999 	['356']
	916459 	30098 	1998 	['356']
	789851 	14810 	1999 	['999']
	789851 	14810 	1998 	['382']
	1025996 	64306 	1999 	['679']
	935703 	31587 	1999 	['533']
	935703 	31587 	1998 	['533']
	896495 	28260 	1998 	['799']
	104207 	11264 	1999 	['591']
	104207 	11264 	1998 	['591']
	82020 	8947 	1999 	['142']
	82020 	8947 	1998 	['142']
	1518587 	13712 	1999 	['334']
	1518587 	13712 	1998 	['334']
	934650 	31590 	1999 	['204']
	934650 	31590 	1998 	['204']
	103730 	11191 	1999 	['367']
	103730 	11191 	1998 	['367']
	812796 	13484 	1999 	['283']
	812796 	13484 	1998 	['283']
	933974 	31477 	1998 	['355']
	819692 	16751 	1999 	['603']
	819692 	16751 	1998 	['603']
	75929 	8317 	1998 	['581']
	1412067 	20245 	1999 	['283']
	1412067 	20245 	1998 	['283']
	925779 	30818 	1998 	['581']
	16099 	6831 	1999 	['581']
	16099 	6831 	1998 	['581']
	35527 	4640 	1999 	['602']
	35527 	4640 	1998 	['602']
	912601 	29069 	1999 	['357']
	912601 	29069 	1998 	['357']
	708955 	17195 	1999 	['602']
	708955 	17195 	1998 	['602']
	714395 	28278 	1999 	['602']
	714395 	28278 	1998 	['602']
	809801 	17036 	1998 	['633']
	350077 	11509 	1999 	['399']
	865084 	24381 	1999 	['632']
	865084 	24381 	1998 	['632']
	839621 	24840 	1999 	['483']
	839621 	24840 	1998 	['483']
	32166 	4273 	1999 	['735']
	32166 	4273 	1998 	['735']
	49071 	27914 	1999 	['632']
	49071 	27914 	1998 	['632']
	1084887 	17157 	1999 	['602']
	1084887 	17157 	1998 	['602']
	845434 	23528 	1999 	['386']
	845434 	23528 	1998 	['386']
	915778 	29722 	1999 	['366']
	915778 	29722 	1998 	['366']
	1437578 	65275 	1999 	['835']
	100893 	10868 	1999 	['602']
	100893 	10868 	1998 	['602']
	835729 	14650 	1999 	['737']
	835729 	14650 	1998 	['737']
	922658 	26264 	1999 	['737']
	922658 	26264 	1998 	['737']
	898438 	28231 	1998 	['641']
	764765 	7964 	1999 	['481']
	883983 	25091 	1998 	['737']
	764762 	6802 	1999 	['591']
	764762 	6802 	1998 	['591']
	796505 	12482 	1999 	['382']
	796505 	12482 	1998 	['382']
	933141 	24466 	1999 	['602']
	933141 	24466 	1998 	['602']
	741815 	5697 	1999 	['809']
	741815 	5697 	1998 	['809']
	796502 	12518 	1999 	['362']
	796502 	12518 	1998 	['362']
	93451 	10063 	1999 	['602']
	93451 	10063 	1998 	['602']
	931948 	31203 	1999 	['109']
	931948 	31203 	1998 	['109']
	1004571 	62049 	1998 	['735']
	787253 	13765 	1999 	['283']
	787253 	13765 	1998 	['283']
	874443 	24179 	1999 	['283']
	874443 	24179 	1998 	['283']
	874841 	27937 	1999 	['565']
	874841 	27937 	1998 	['565']
	863650 	61523 	1999 	['737']
	863650 	61523 	1998 	['737']
	97517 	10504 	1999 	['653']
	97517 	10504 	1998 	['653']
	822818 	14027 	1999 	['495']
	822818 	14027 	1998 	['495']
	899394 	61976 	1999 	['283']
	816284 	13599 	1999 	['283']
	816284 	13599 	1998 	['283']
	93859 	3424 	1999 	['581']
	93859 	3424 	1998 	['581']
	737602 	11172 	1999 	['203']
	737602 	11172 	1998 	['203']
	889872 	62488 	1998 	['283']
	704532 	7682 	1999 	['382']
	704532 	7682 	1998 	['382']
	877860 	24533 	1999 	['679']
	877860 	24533 	1998 	['679']
	806384 	21675 	1999 	['233']
	806384 	21675 	1998 	['233']
	906780 	29129 	1999 	['581']
	906780 	29129 	1998 	['799']
	351998 	3761 	1999 	['382']
	351998 	3761 	1998 	['382']
	894627 	27199 	1999 	['131']
	894627 	27199 	1998 	['131']
	900096 	61755 	1999 	['737']
	900096 	61755 	1998 	['737']
	909494 	62723 	1999 	['737']
	909494 	62723 	1998 	['737']
	902600 	62874 	1999 	['384']
	902600 	62874 	1998 	['384']
	6284 	1633 	1999 	['382']
	6284 	1633 	1998 	['382']
	350917 	4340 	1999 	['357']
	350917 	4340 	1998 	['357']
	6281 	1632 	1999 	['367']
	6281 	1632 	1998 	['367']
	818479 	13700 	1999 	['384']
	818479 	13700 	1998 	['384']
	821407 	14450 	1999 	['335']
	821407 	14450 	1998 	['335']
	896778 	62236 	1999 	['384']
	896778 	62236 	1998 	['384']
	854775 	16710 	1999 	['357']
	854775 	16710 	1998 	['357']
	885566 	25276 	1998 	['599']
	890564 	25749 	1999 	['736']
	890564 	25749 	1998 	['736']
	824169 	24870 	1999 	['481']
	824169 	24870 	1998 	['481']
	101320 	10909 	1998 	['602']
	1028584 	65072 	1999 	['737']
	891166 	26016 	1999 	['633']
	891166 	26016 	1998 	['633']
	949373 	62330 	1999 	['581']
	949373 	62330 	1998 	['581']
	849979 	15711 	1998 	['331']
	1035201 	2628 	1999 	['494']
	1035201 	2628 	1998 	['494']
	1018724 	64768 	1999 	['596']
	1501919 	31720 	1999 	['737']
	1501919 	31720 	1998 	['737']
	888245 	28332 	1999 	['799']
	888245 	28332 	1998 	['799']
	839845 	16752 	1999 	['603']
	839845 	16752 	1998 	['603']
	1009405 	62821 	1999 	['283']
	1009405 	62821 	1998 	['283']
	1009404 	10743 	1998 	['131']
	911708 	29895 	1998 	['679']
	1109808 	64397 	1999 	['357']
	811863 	13686 	1999 	['651']
	811863 	13686 	1998 	['651']
	203077 	9372 	1999 	['384']
	203077 	9372 	1998 	['384']
	895665 	27913 	1999 	['873']
	895665 	27913 	1998 	['873']
	895041 	29346 	1999 	['581']
	895041 	29346 	1998 	['581']
	317540 	3138 	1999 	['208']
	317540 	3138 	1998 	['208']
	910079 	12125 	1999 	['679']
	910079 	12125 	1998 	['679']
	837913 	15160 	1999 	['355']
	837913 	15160 	1998 	['355']
	719866 	22461 	1999 	['379']
	719866 	22461 	1998 	['379']
	945276 	61033 	1998 	['394']
	278352 	10232 	1998 	['357']
	860730 	22260 	1999 	['806']
	860730 	22260 	1998 	['806']
	860731 	10789 	1999 	['737']
	874015 	24040 	1999 	['283']
	874015 	24040 	1998 	['283']
	936395 	64356 	1999 	['366']
	706471 	7132 	1999 	['581']
	706471 	7132 	1998 	['581']
	943820 	60814 	1999 	['738']
	943820 	60814 	1998 	['738']
	913666 	29784 	1998 	['308']
	799526 	62268 	1999 	['356']
	799526 	62268 	1998 	['356']
	1056087 	14163 	1999 	['271']
	1056087 	14163 	1998 	['271']
	790070 	12053 	1999 	['357']
	790070 	12053 	1998 	['357']
	906829 	65264 	1999 	['384']
	730000 	10200 	1999 	['367']
	730000 	10200 	1998 	['367']
	893949 	61325 	1999 	['806']
	893949 	61325 	1998 	['806']
	895447 	27938 	1999 	['566']
	895447 	27938 	1998 	['566']
	883324 	25096 	1999 	['596']
	883324 	25096 	1998 	['596']
	892495 	27791 	1998 	['382']
	1128928 	4809 	1999 	['205']
	1128928 	4809 	1998 	['205']
	910619 	28917 	1999 	['371']
	910619 	28917 	1998 	['371']
	67618 	19054 	1999 	['527']
	67618 	19054 	1998 	['527']
	59527 	6737 	1999 	['354']
	59527 	6737 	1998 	['354']
	216085 	5523 	1999 	['571']
	216085 	5523 	1998 	['571']
	910612 	29082 	1999 	['679']
	910612 	29082 	1998 	['679']
	319654 	8493 	1999 	['679']
	319654 	8493 	1998 	['679']
	319655 	9393 	1999 	['679']
	319655 	9393 	1998 	['679']
	949157 	62516 	1999 	['335']
	949157 	62516 	1998 	['335']
	931702 	31223 	1999 	['802']
	931702 	31223 	1998 	['800']
	1009657 	65215 	1999 	['736']
	827056 	23387 	1999 	['384']
	906709 	30137 	1999 	['283']
	906709 	30137 	1998 	['283']
	827054 	27965 	1999 	['367']
	827054 	27965 	1998 	['367']
	763744 	11796 	1999 	['344']
	763744 	11796 	1998 	['344']
	850693 	15708 	1999 	['283']
	850693 	15708 	1998 	['283']
	909832 	29028 	1999 	['533']
	909832 	29028 	1998 	['533']
	948976 	63413 	1999 	['602']
	948976 	63413 	1998 	['602']
	944075 	60801 	1999 	['366']
	944075 	60801 	1998 	['366']
	892832 	27921 	1999 	['357']
	892832 	27921 	1998 	['357']
	864749 	22815 	1998 	['382']
	1002663 	61560 	1999 	['382']
	1002663 	61560 	1998 	['382']
	854875 	64650 	1999 	['679']
	108385 	24725 	1999 	['614']
	108385 	24725 	1998 	['614']
	67279 	7481 	1999 	['382']
